id,title,concept_id,page,icon,component_name,toc_location,lesson_id,cms_activity_id,cms_revision_id,toc_location_rank,concept_id,concept_rank,points_possible
50636,¡Manos a la obra!,219601540,127,textbook.gif,Practice,219601540,202,,90050636,486,219601540,486,12
46351,De vacaciones,219601540,126,textbook.gif,Practice,219601540,202,,90046351,487,219601540,487,12
13747,Escoger,219601540,,,Practice,219601540,202,,90013747,488,219601540,488,12
39851,Completar,219601540,,,Practice,219601540,202,,90039851,489,219601540,489,12
39847,Estoy&hellip;,219601540,,,Practice,219601540,202,,90039847,490,219601540,490,12
12782,1 - Completar,219601540,,,Workbook,219601540,202,,90012782,491,219601540,491,12
50800,2 - Están haciendo muchas cosas,219601540,,,Workbook,219601540,202,,90050800,492,219601540,492,12
48389,1 - Escoger,219601540,,audio.gif,Lab Manual,219601540,202,,90048389,493,219601540,493,12
50810,2 - Transformar,219601540,,microphone.gif,Lab Manual,219601540,202,,90050810,494,219601540,494,12
44188,3 - Preguntas,219601540,,microphone.gif,Lab Manual,219601540,202,,90044188,495,219601540,495,12
50373,4 - Describir,219601540,,microphone.gif,Lab Manual,219601540,202,,90050373,496,219601540,496,12
28913,<b><i>Ser</i></b> and <b><i>estar</i></b>,219601541,,,Tutorials,219601541,202,,90028913,497,219601541,497,12
13673,¿Ser o estar?,219601541,,,Tutorials,219601541,202,,90013673,498,219601541,498,12
39857,¡Manos a la obra!,219601541,129,textbook.gif,Practice,219601541,202,,90039857,499,219601541,499,12
50642,Completar,219601541,128,textbook.gif,Practice,219601541,202,,90050642,500,219601541,500,12
39869,¿Qué verbo?,219601541,,,Practice,219601541,202,,90039869,501,219601541,501,12
39862,Escoger,219601541,,,Practice,219601541,202,,90039862,502,219601541,502,12
39866,¿Ser o estar?,219601541,,,Practice,219601541,202,,90039866,503,219601541,503,12
12784,1 - Usos de <i>ser</i> y <i>estar</i>,219601541,,,Workbook,219601541,202,,90012784,504,219601541,504,12
41559,2 - ¿Ser o estar?,219601541,,,Workbook,219601541,202,,90041559,505,219601541,505,12
41562,3 - Escribir,219601541,,,Workbook,219601541,202,,90041562,506,219601541,506,12
41564,4 - La familia Piñero,219601541,,,Workbook,219601541,202,,90041564,507,219601541,507,12
51335,1 - Escoger,219601541,,audio.gif,Lab Manual,219601541,202,,90051335,508,219601541,508,12
50374,2 - ¿Cómo es?,219601541,,microphone.gif,Lab Manual,219601541,202,,90050374,509,219601541,509,12
44191,3 - ¿Ser o estar?,219601541,,microphone.gif,Lab Manual,219601541,202,,90044191,510,219601541,510,12
51338,4 - ¿Lógico o no?,219601541,,audio.gif,Lab Manual,219601541,202,,90051338,511,219601541,511,12
50815,5 - Ponce,219601541,,audio.gif,Lab Manual,219601541,202,,90050815,512,219601541,512,12
28914,Direct object nouns and pronouns,219601542,,,Tutorials,219601542,202,,90028914,513,219601542,513,12
13674,Emparejar,219601542,,,Tutorials,219601542,202,,90013674,514,219601542,514,12
50650,¡Manos a la obra!,219601542,131,textbook.gif,Practice,219601542,202,,90050650,515,219601542,515,12
50664,Sustitución,219601542,130,textbook.gif,Practice,219601542,202,,90050664,516,219601542,516,12
13749,Completar,219601542,,,Practice,219601542,202,,90013749,517,219601542,517,12
39877,Escoger,219601542,,,Practice,219601542,202,,90039877,518,219601542,518,12
50804,1 - Oraciones,219601542,,,Workbook,219601542,202,,90050804,519,219601542,519,12
50807,2 - Quiero verlo,219601542,,,Workbook,219601542,202,,90050807,520,219601542,520,12
47659,1 - Escoger,219601542,,audio.gif,Lab Manual,219601542,202,,90047659,521,219601542,521,12
50375,2 - Cambiar,219601542,,microphone.gif,Lab Manual,219601542,202,,90050375,522,219601542,522,12
50376,3 - No veo nada,219601542,,microphone.gif,Lab Manual,219601542,202,,90050376,523,219601542,523,12
50378,4 - Preguntas,219601542,,microphone.gif,Lab Manual,219601542,202,,90050378,524,219601542,524,12
52865,¡Descubre el Viejo San Juan!,219700000,,,Practice,219700000,202,,90052865,525,219700000,525,12
40237,¿Comprendiste?,219700000,137,textbook.gif,Practice,219700000,202,,90040237,526,219700000,526,12
40236,Preguntas,219700000,137,textbook.gif,Practice,219700000,202,,90040236,527,219700000,527,12
52868,Turismo ecológico en Puerto Rico,219700000,,,Practice,219700000,202,,90052868,528,219700000,528,12
47077,¿Cierto o falso?,219700000,,,Practice,219700000,202,,90047077,529,219700000,529,12
54246,Las vacaciones,220000000,,,Practice,220000000,202,,90054246,530,220000000,530,12
49165,Las vacaciones,220000000,,,Lab Manual,220000000,202,,90049165,531,220000000,531,12
50818,1 - Más vocabulario,219500000,,,Video Manual,219500000,202,,90050818,532,219500000,532,12
41760,2 &ndash; Completar,219500000,,,Video Manual,219500000,202,,90041760,533,219500000,533,12
46364,3 - ¡En español!,219500000,,,Video Manual,219500000,202,,90046364,534,219500000,534,12
53855,4 - Descripción,219500000,,video.gif,Video Manual,219500000,202,,90053855,535,219500000,535,12
53857,5 - Emparejar,219500000,,video.gif,Video Manual,219500000,202,,90053857,536,219500000,536,12
45928,6 - ¿Cierto o falso?,219500000,,,Video Manual,219500000,202,,90045928,537,219500000,537,12
45926,7 - ¡La vuelta al mundo!,219500000,,,Video Manual,219500000,202,,90045926,538,219500000,538,12
54098,Flashcards,220100000,,,Tutorials,220100000,203,,90054098,539,220100000,539,12
20950,Tutorial 1,220100000,,,Tutorials,220100000,203,,90020950,540,220100000,540,12
20951,Tutorial 2,220100000,,,Tutorials,220100000,203,,90020951,541,220100000,541,12
20952,Tutorial 3,220100000,,,Tutorials,220100000,203,,90020952,542,220100000,542,12
55258,Practica el vocabulario,220100000,,audio.gif,Tutorials,220100000,203,,90055258,543,220100000,543,12
13681,Crucigrama,220100000,,,Tutorials,220100000,203,,90013681,544,220100000,544,12
55261,¡De compras!,220100000,,,Tutorials,220100000,203,,90055261,545,220100000,545,12
13682,Los colores,220100000,,,Tutorials,220100000,203,,90013682,546,220100000,546,12
35655,¡De compras!,220100000,,,Practice,220100000,203,,90035655,547,220100000,547,12
51340,Escuchar,220100000,142,textbook_audio.gif,Practice,220100000,203,,90051340,548,220100000,548,12
46455,¿Cierto o falso?,220100000,142,textbook_audio.gif,Practice,220100000,203,,90046455,549,220100000,549,12
39235,Escoger,220100000,143,textbook.gif,Practice,220100000,203,,90039235,550,220100000,550,12
15857,Más escoger,220100000,,,Practice,220100000,203,,90015857,551,220100000,551,12
41245,<b>Repaso</b>,220100000,,,Practice,220100000,203,,90041245,552,220100000,552,12
14227,Más práctica,220100000,,,Practice,220100000,203,,90014227,553,220100000,553,12
12472,1 - El almacén,220100000,,,Workbook,220100000,203,,90012472,554,220100000,554,12
50941,2 - Necesito muchas cosas,220100000,,,Workbook,220100000,203,,90050941,555,220100000,555,12
39340,3 - Los colores,220100000,,,Workbook,220100000,203,,90039340,556,220100000,556,12
39233,4 - ¿Qué lleva?,220100000,,,Workbook,220100000,203,,90039233,557,220100000,557,12
47661,1 - ¿Lógico o ilógico?,220100000,,audio.gif,Lab Manual,220100000,203,,90047661,558,220100000,558,12
39366,2 - Escoger,220100000,,audio.gif,Lab Manual,220100000,203,,90039366,559,220100000,559,12
50379,3 - Preguntas,220100000,,microphone.gif,Lab Manual,220100000,203,,90050379,560,220100000,560,12
33424,4 - Describir,220100000,,audio.gif,Lab Manual,220100000,203,,90033424,561,220100000,561,12
13684,"<span lang=""en-US"">The consonants</span> d <span lang=""en-US"">and</span> t",220300000,,audio.gif,Tutorials,220300000,203,,90013684,562,220300000,562,12
20387,"<span lang=""en-US"">The consonants</span> <i>d</i> <span lang=""en-US"">and</span><i> t</i>",220300000,,,Practice,220300000,203,,90020387,563,220300000,563,12
29237,"<span lang=""en-US"">The consonants</span> d <span lang=""en-US"">and</span> t",220300000,,,Lab Manual,220300000,203,,90029237,564,220300000,564,12
50380,1 - Práctica,220300000,,microphone.gif,Lab Manual,220300000,203,,90050380,565,220300000,565,12
50381,2 - Oraciones,220300000,,microphone.gif,Lab Manual,220300000,203,,90050381,566,220300000,566,12
50382,3 - Refranes,220300000,,microphone.gif,Lab Manual,220300000,203,,90050382,567,220300000,567,12
13479,4 - Dictado,220300000,,audio.gif,Lab Manual,220300000,203,,90013479,568,220300000,568,12
15860,<i>¡Qué ropa más bonita!</i>,220200000,,,Practice,220200000,203,,90015860,569,220200000,569,12
39237,¿Cierto o falso?,220200000,146,textbook.gif,Practice,220200000,203,,90039237,570,220200000,570,12
50859,Contestar,220200000,147,textbook.gif,Practice,220200000,203,,90050859,571,220200000,571,12
15932,Ahora dilo tú,220200000,,video.gif,Practice,220200000,203,,90015932,572,220200000,572,12
32580,1 - Describir,220200000,,,Video Manual,220200000,203,,90032580,573,220200000,573,12
13580,2 - Ordenar,220200000,,video.gif,Video Manual,220200000,203,,90013580,574,220200000,574,12
13581,3 - San Juan,220200000,,video.gif,Video Manual,220200000,203,,90013581,575,220200000,575,12
50975,4 - Resumen,220200000,,video.gif,Video Manual,220200000,203,,90050975,576,220200000,576,12
50978,5 - Completar,220200000,,,Video Manual,220200000,203,,90050978,577,220200000,577,12
33149,6 - Corregir,220200000,,,Video Manual,220200000,203,,90033149,578,220200000,578,12
12456,7 - Preguntas,220200000,,,Video Manual,220200000,203,,90012456,579,220200000,579,12
39239,¿Cierto o falso?,220500000,148,textbook.gif,Practice,220500000,203,,90039239,580,220500000,580,12
50863,Seleccionar,220500000,,,Practice,220500000,203,,90050863,581,220500000,581,12
50138,La moda en Cuba,220500000,,,Practice,220500000,203,,90050138,582,220500000,582,12
12642,¿Cierto o falso?,220500000,,,Practice,220500000,203,,90012642,583,220500000,583,12
39245,Conexión Internet,220500000,149,web.gif,Practice,220500000,203,,90039245,584,220500000,584,12
54118,Vocabulario,220500000,,,Practice,220500000,203,,90054118,585,220500000,585,12
30719,Comprar en los mercados,220500000,,,Practice,220500000,203,,90030719,586,220500000,586,12
39250,Comprensión,220500000,149,textbook.gif,Practice,220500000,203,,90039250,587,220500000,587,12
31249,Ordenar,220500000,,,Practice,220500000,203,,90031249,588,220500000,588,12
53130,Numbers 31 and higher,220701543,,,Tutorials,220701543,203,,90053130,589,220701543,589,12
50867,¡Manos a la obra!,220701543,151,textbook.gif,Practice,220701543,203,,90050867,590,220701543,590,12
39704,Emparejar,220701543,,,Practice,220701543,203,,90039704,591,220701543,591,12
39706,Ordenar,220701543,,,Practice,220701543,203,,90039706,592,220701543,592,12
50872,Escoger,220701543,,,Practice,220701543,203,,90050872,593,220701543,593,12
50943,1 - La lotería,220701543,,,Workbook,220701543,203,,90050943,594,220701543,594,12
50946,2 - ¿Cuántos hay?,220701543,,,Workbook,220701543,203,,90050946,595,220701543,595,12
50948,3 - ¿Cuánto cuesta?,220701543,,,Workbook,220701543,203,,90050948,596,220701543,596,12
49425,1 - ¿Cierto o falso?,220701543,,audio.gif,Lab Manual,220701543,203,,90049425,597,220701543,597,12
50969,2 - Dictado,220701543,,audio.gif,Lab Manual,220701543,203,,90050969,598,220701543,598,12
44275,3 - Preguntas,220701543,,microphone.gif,Lab Manual,220701543,203,,90044275,599,220701543,599,12
48587,4 - Un anuncio,220701543,,audio.gif,Lab Manual,220701543,203,,90048587,600,220701543,600,12
41466,Preterite tense of regular verbs,220701544,,,Tutorials,220701544,203,,90041466,601,220701544,601,12
40053,¡Manos a la obra!,220701544,153,textbook.gif,Practice,220701544,203,,90040053,602,220701544,602,12
50878,Fin de semana,220701544,152,textbook.gif,Practice,220701544,203,,90050878,603,220701544,603,12
39714,¿Qué hiciste?,220701544,,,Practice,220701544,203,,90039714,604,220701544,604,12
50882,Oraciones,220701544,,,Practice,220701544,203,,90050882,605,220701544,605,12
50950,1 - El pretérito,220701544,,,Workbook,220701544,203,,90050950,606,220701544,606,12
39738,2 - Ahora y en el pasado,220701544,,,Workbook,220701544,203,,90039738,607,220701544,607,12
50953,3 - Ya pasó,220701544,,,Workbook,220701544,203,,90050953,608,220701544,608,12
39760,4 - La semana pasada,220701544,,,Workbook,220701544,203,,90039760,609,220701544,609,12
48397,1 - Identificar,220701544,,audio.gif,Lab Manual,220701544,203,,90048397,610,220701544,610,12
44276,2 - Cambiar,220701544,,microphone.gif,Lab Manual,220701544,203,,90044276,611,220701544,611,12
44277,3 - Preguntas,220701544,,microphone.gif,Lab Manual,220701544,203,,90044277,612,220701544,612,12
50972,4 - ¿Estás listo?,220701544,,audio.gif,Lab Manual,220701544,203,,90050972,613,220701544,613,12
41470,Indirect object pronouns,220701545,,,Tutorials,220701545,203,,90041470,614,220701545,614,12
40055,¡Manos a la obra!,220701545,155,textbook.gif,Practice,220701545,203,,90040055,615,220701545,615,12
50884,Completar,220701545,154,textbook.gif,Practice,220701545,203,,90050884,616,220701545,616,12
39722,Escoger,220701545,,,Practice,220701545,203,,90039722,617,220701545,617,12
50886,Con dar y decir,220701545,,,Practice,220701545,203,,90050886,618,220701545,618,12
50888,Escoger,220701545,,,Practice,220701545,203,,90050888,619,220701545,619,12
39761,1 - ¿A quién?,220701545,,,Workbook,220701545,203,,90039761,620,220701545,620,12
39763,2 - ¿A quién?,220701545,,,Workbook,220701545,203,,90039763,621,220701545,621,12
39766,3 - Escribir,220701545,,,Workbook,220701545,203,,90039766,622,220701545,622,12
50956,4 - De compras,220701545,,,Workbook,220701545,203,,90050956,623,220701545,623,12
54939,5 - Respuestas,220701545,,,Workbook,220701545,203,,90054939,624,220701545,624,12
48399,1 - Escoger,220701545,,audio.gif,Lab Manual,220701545,203,,90048399,625,220701545,625,12
48590,2 - Identificar,220701545,,audio.gif,Lab Manual,220701545,203,,90048590,626,220701545,626,12
48591,3 - En el centro comercial,220701545,,audio.gif,Lab Manual,220701545,203,,90048591,627,220701545,627,12
28918,Demonstrative adjectives and pronouns,220701546,,,Tutorials,220701546,203,,90028918,628,220701546,628,12
40058,¡Manos a la obra!,220701546,157,textbook.gif,Practice,220701546,203,,90040058,629,220701546,629,12
50890,En un almacén,220701546,156,textbook.gif,Practice,220701546,203,,90050890,630,220701546,630,12
32766,Completar,220701546,,,Practice,220701546,203,,90032766,631,220701546,631,12
39275,Escoger,220701546,,,Practice,220701546,203,,90039275,632,220701546,632,12
39344,1 - Completar,220701546,,,Workbook,220701546,203,,90039344,633,220701546,633,12
39348,2 - Preguntas,220701546,,,Workbook,220701546,203,,90039348,634,220701546,634,12
54785,3 - Ésos no,220701546,,,Workbook,220701546,203,,90054785,635,220701546,635,12
39351,4 - Éstas y aquéllas,220701546,,,Workbook,220701546,203,,90039351,636,220701546,636,12
39353,5 - Síntesis,220701546,,,Workbook,220701546,203,,90039353,637,220701546,637,12
12580,1 - En el mercado,220701546,,audio.gif,Lab Manual,220701546,203,,90012580,638,220701546,638,12
50383,2 - Cambiar,220701546,,microphone.gif,Lab Manual,220701546,203,,90050383,639,220701546,639,12
50384,3 - Transformar,220701546,,microphone.gif,Lab Manual,220701546,203,,90050384,640,220701546,640,12
50385,4 - Preguntas,220701546,,microphone.gif,Lab Manual,220701546,203,,90050385,641,220701546,641,12
33147,5 - De compras,220701546,,audio.gif,Lab Manual,220701546,203,,90033147,642,220701546,642,12
52869,El Palacio de la GANGA,220800000,,,Practice,220800000,203,,90052869,643,220800000,643,12
40112,¿Comprendiste?,220800000,163,textbook.gif,Practice,220800000,203,,90040112,644,220800000,644,12
40113,Preguntas,220800000,163,textbook.gif,Practice,220800000,203,,90040113,645,220800000,645,12
52872,¡Real liquidación en Corona!,220800000,,,Practice,220800000,203,,90052872,646,220800000,646,12
47080,¿Cierto o falso?,220800000,,,Practice,220800000,203,,90047080,647,220800000,647,12
54250,¡De compras!,221100000,164,,Practice,221100000,203,,90054250,648,221100000,648,12
50973,¡De compras!,221100000,164,,Lab Manual,221100000,203,,90050973,649,221100000,649,12
50960,1 - El mapa,220901638,,,Workbook,220901638,203,,90050960,650,220901638,650,12
50962,2 - Completar,220901638,,,Workbook,220901638,203,,90050962,651,220901638,651,12
50966,3 - Palabras,220901638,,,Workbook,220901638,203,,90050966,652,220901638,652,12
46484,4 - Las fotos,220901638,,,Workbook,220901638,203,,90046484,653,220901638,653,12
50903,El mapa de Puerto Rico,220901646,,,Practice,220901646,203,,90050903,654,220901646,654,12
48868,Las notas culturales y las estadísticas,220901646,,,Practice,220901646,203,,90048868,655,220901646,655,12
51158,El mapa y los datos geográficos,220901646,,,Practice,220901646,203,,90051158,656,220901646,656,12
43006,Conexión Internet: <b>Puertorriqueños célebres</b>,220901646,,web.gif,Practice,220901646,203,,90043006,657,220901646,657,12
43014,Conexión Internet: <b>Ecoturismo</b>,220901646,,web.gif,Practice,220901646,203,,90043014,658,220901646,658,12
39312,Puerto Rico: <i>El viejo San Juan</i>,220901646,,,Practice,220901646,203,,90039312,659,220901646,659,12
39316,Completar,220901646,,,Practice,220901646,203,,90039316,660,220901646,660,12
33082,1 - Más vocabulario,220901646,,,Video Manual,220901646,203,,90033082,661,220901646,661,12
39390,2 - Cognados,220901646,,video.gif,Video Manual,220901646,203,,90039390,662,220901646,662,12
39391,3 - Completar,220901646,,,Video Manual,220901646,203,,90039391,663,220901646,663,12
51160,El mapa de Cuba,220901647,,,Practice,220901647,203,,90051160,664,220901647,664,12
48879,Las notas culturales y las estadísticas,220901647,,,Practice,220901647,203,,90048879,665,220901647,665,12
51161,El mapa y los datos geográficos,220901647,,,Practice,220901647,203,,90051161,666,220901647,666,12
43010,Conexión Internet: <b>Cubanos célebres</b>,220901647,,web.gif,Practice,220901647,203,,90043010,667,220901647,667,12
43018,Conexión Internet: <b>Ciudades</b>,220901647,,web.gif,Practice,220901647,203,,90043018,668,220901647,668,12
39318,Cuba: <i>La santería</i>,220901647,,,Practice,220901647,203,,90039318,669,220901647,669,12
29292,Escoger,220901647,,,Practice,220901647,203,,90029292,670,220901647,670,12
33150,1 - Más vocabulario,220901647,,,Video Manual,220901647,203,,90033150,671,220901647,671,12
39392,2 - Marcar,220901647,,video.gif,Video Manual,220901647,203,,90039392,672,220901647,672,12
39393,3 - ¿Cierto o falso?,220901647,,,Video Manual,220901647,203,,90039393,673,220901647,673,12
50907,El mapa de la República Dominicana,220901648,,,Practice,220901648,203,,90050907,674,220901648,674,12
51162,Las notas culturales y las estadísticas,220901648,,,Practice,220901648,203,,90051162,675,220901648,675,12
50914,El mapa y los datos geográficos,220901648,,,Practice,220901648,203,,90050914,676,220901648,676,12
50921,Conexión Internet: <b>Isla La Española</b>,220901648,,web.gif,Practice,220901648,203,,90050921,677,220901648,677,12
50926,Conexión Internet: <b>La zona colonial de Santo Domingo</b>,220901648,,web.gif,Practice,220901648,203,,90050926,678,220901648,678,12
39319,La República Dominicana: <i>La bachata y el merengue</i>,220901648,,,Practice,220901648,203,,90039319,679,220901648,679,12
30147,Completar,220901648,,,Practice,220901648,203,,90030147,680,220901648,680,12
33768,1 - Más vocabulario,220901648,,,Video Manual,220901648,203,,90033768,681,220901648,681,12
25464,2 - Preguntas,220901648,,,Video Manual,220901648,203,,90025464,682,220901648,682,12
46538,3 - Marcar,220901648,,video.gif,Video Manual,220901648,203,,90046538,683,220901648,683,12
25469,4 - Corregir,220901648,,,Video Manual,220901648,203,,90025469,684,220901648,684,12
25471,5 - Emparejar,220901648,,,Video Manual,220901648,203,,90025471,685,220901648,685,12
25473,6 - Seleccionar,220901648,,,Video Manual,220901648,203,,90025473,686,220901648,686,12
25475,7 - Responder,220901648,,,Video Manual,220901648,203,,90025475,687,220901648,687,12
50979,1 - Más vocabulario,220600000,,,Video Manual,220600000,203,,90050979,688,220600000,688,12
46486,2 - ¡En español!,220600000,,,Video Manual,220600000,203,,90046486,689,220600000,689,12
53859,3 - ¿Qué compran?,220600000,,video.gif,Video Manual,220600000,203,,90053859,690,220600000,690,12
53861,4 - Completar,220600000,,video.gif,Video Manual,220600000,203,,90053861,691,220600000,691,12
39695,5 - Ordenar,220600000,,,Video Manual,220600000,203,,90039695,692,220600000,692,12
39697,6 - ¡Aquí no hay descuentos!,220600000,,,Video Manual,220600000,203,,90039697,693,220600000,693,12
39699,7 - Preguntas,220600000,,,Video Manual,220600000,203,,90039699,694,220600000,694,12
54101,Flashcards,221200000,,,Tutorials,221200000,204,,90054101,695,221200000,695,12
20953,Tutorial 1,221200000,,,Tutorials,221200000,204,,90020953,696,221200000,696,12
20954,Tutorial 2,221200000,,,Tutorials,221200000,204,,90020954,697,221200000,697,12
20955,Tutorial 3,221200000,,,Tutorials,221200000,204,,90020955,698,221200000,698,12
55264,Practica el vocabulario,221200000,,audio.gif,Tutorials,221200000,204,,90055264,699,221200000,699,12
55271,La vida diaria,221200000,,,Tutorials,221200000,204,,90055271,700,221200000,700,12
13687,Crucigrama,221200000,,,Tutorials,221200000,204,,90013687,701,221200000,701,12
13688,Emparejar,221200000,,,Tutorials,221200000,204,,90013688,702,221200000,702,12
35656,La rutina diaria,221200000,,,Practice,221200000,204,,90035656,703,221200000,703,12
51370,¿Cierto o falso?,221200000,172,textbook_audio.gif,Practice,221200000,204,,90051370,704,221200000,704,12
51368,Escuchar,221200000,172,textbook_audio.gif,Practice,221200000,204,,90051368,705,221200000,705,12
39899,Ordenar,221200000,173,textbook.gif,Practice,221200000,204,,90039899,706,221200000,706,12
33660,Seleccionar,221200000,,,Practice,221200000,204,,90033660,707,221200000,707,12
41246,<b>Repaso</b>,221200000,,,Practice,221200000,204,,90041246,708,221200000,708,12
14228,Más práctica,221200000,,,Practice,221200000,204,,90014228,709,221200000,709,12
51047,1 - Las rutinas,221200000,,,Workbook,221200000,204,,90051047,710,221200000,710,12
33456,2 - ¿En el baño o en la habitación?,221200000,,,Workbook,221200000,204,,90033456,711,221200000,711,12
36450,3 - Ángel y Lupe,221200000,,,Workbook,221200000,204,,90036450,712,221200000,712,12
14423,4 - La palabra diferente,221200000,,,Workbook,221200000,204,,90014423,713,221200000,713,12
33457,5 - La rutina de Silvia,221200000,,,Workbook,221200000,204,,90033457,714,221200000,714,12
48555,1 - Describir,221200000,,audio.gif,Lab Manual,221200000,204,,90048555,715,221200000,715,12
44281,2 - Preguntas,221200000,,microphone.gif,Lab Manual,221200000,204,,90044281,716,221200000,716,12
14486,3 - Entrevista,221200000,,audio.gif,Lab Manual,221200000,204,,90014486,717,221200000,717,12
13691,"<span lang=""en-US"">The consonant</span> <i>r</i>",221400000,,audio.gif,Tutorials,221400000,204,,90013691,718,221400000,718,12
13792,"<span lang=""en-US"">The consonant</span> <i>r</i>",221400000,,,Practice,221400000,204,,90013792,719,221400000,719,12
29235,"<span lang=""en-US"">The consonant</span> <i>r</i>",221400000,,,Lab Manual,221400000,204,,90029235,720,221400000,720,12
50386,1 - Práctica,221400000,,microphone.gif,Lab Manual,221400000,204,,90050386,721,221400000,721,12
50387,2 - Oraciones,221400000,,microphone.gif,Lab Manual,221400000,204,,90050387,722,221400000,722,12
50389,3 - Refranes,221400000,,microphone.gif,Lab Manual,221400000,204,,90050389,723,221400000,723,12
51357,4 - Dictado,221400000,,audio.gif,Lab Manual,221400000,204,,90051357,724,221400000,724,12
15890,<i>¡Jamás me levanto temprano!</i>,221300000,,,Practice,221300000,204,,90015890,725,221300000,725,12
39913,¿Cierto o falso?,221300000,176,textbook.gif,Practice,221300000,204,,90039913,726,221300000,726,12
50998,Los planes de Álex,221300000,177,textbook.gif,Practice,221300000,204,,90050998,727,221300000,727,12
33615,Ahora dilo tú,221300000,,video.gif,Practice,221300000,204,,90033615,728,221300000,728,12
40322,1 - La rutina diaria,221300000,,,Video Manual,221300000,204,,90040322,729,221300000,729,12
13583,2 - ¿Álex o Javier?,221300000,,video.gif,Video Manual,221300000,204,,90013583,730,221300000,730,12
14499,3 - Ordenar,221300000,,video.gif,Video Manual,221300000,204,,90014499,731,221300000,731,12
40324,4 - Resumen,221300000,,video.gif,Video Manual,221300000,204,,90040324,732,221300000,732,12
12877,5 - Preguntas,221300000,,,Video Manual,221300000,204,,90012877,733,221300000,733,12
12881,6 - Preguntas personales,221300000,,,Video Manual,221300000,204,,90012881,734,221300000,734,12
12883,7 - Tus vacaciones,221300000,,,Video Manual,221300000,204,,90012883,735,221300000,735,12
39922,¿Cierto o falso?,221600000,178,textbook.gif,Practice,221600000,204,,90039922,736,221600000,736,12
51001,Completar,221600000,,,Practice,221600000,204,,90051001,737,221600000,737,12
13984,La hora del café en el mundo hispano,221600000,,,Practice,221600000,204,,90013984,738,221600000,738,12
51002,Escoger,221600000,,,Practice,221600000,204,,90051002,739,221600000,739,12
39929,Conexión Internet,221600000,179,web.gif,Practice,221600000,204,,90039929,740,221600000,740,12
52249,Vocabulario ,221600000,,,Practice,221600000,204,,90052249,741,221600000,741,12
30720,Tapas para todos los días,221600000,,,Practice,221600000,204,,90030720,742,221600000,742,12
51010,Ordenar,221600000,179,textbook.gif,Practice,221600000,204,,90051010,743,221600000,743,12
33626,Elegir,221600000,,,Practice,221600000,204,,90033626,744,221600000,744,12
28919,Reflexive verbs,221801547,,,Tutorials,221801547,204,,90028919,745,221801547,745,12
39983,¡Manos a la obra!,221801547,181,textbook.gif,Practice,221801547,204,,90039983,746,221801547,746,12
51013,Conversaciones,221801547,180,textbook.gif,Practice,221801547,204,,90051013,747,221801547,747,12
33629,Completar,221801547,,,Practice,221801547,204,,90033629,748,221801547,748,12
51015,Nuestra rutina,221801547,,,Practice,221801547,204,,90051015,749,221801547,749,12
51019,No te preocupes,221801547,,,Practice,221801547,204,,90051019,750,221801547,750,12
40258,1 - Se hace,221801547,,,Workbook,221801547,204,,90040258,751,221801547,751,12
51049,2 - Lo hiciste,221801547,,,Workbook,221801547,204,,90051049,752,221801547,752,12
40262,3 - Terminar,221801547,,,Workbook,221801547,204,,90040262,753,221801547,753,12
51052,4 - Escoger,221801547,,,Workbook,221801547,204,,90051052,754,221801547,754,12
40265,5 - El incidente,221801547,,,Workbook,221801547,204,,90040265,755,221801547,755,12
48557,1 - Describir,221801547,,audio.gif,Lab Manual,221801547,204,,90048557,756,221801547,756,12
50390,2 - Preguntas,221801547,,microphone.gif,Lab Manual,221801547,204,,90050390,757,221801547,757,12
33508,"3 - ¡Esto fue el colmo! <i><span lang=""en-US"">(The last straw!)</span></i>",221801547,,audio.gif,Lab Manual,221801547,204,,90033508,758,221801547,758,12
28920,Indefinite and negative words,221801548,,,Tutorials,221801548,204,,90028920,759,221801548,759,12
13685,Emparejar,221801548,,,Tutorials,221801548,204,,90013685,760,221801548,760,12
39964,¡Manos a la obra!,221801548,183,textbook.gif,Practice,221801548,204,,90039964,761,221801548,761,12
33634,Completar,221801548,,,Practice,221801548,204,,90033634,762,221801548,762,12
39968,Eres muy negativo,221801548,,,Practice,221801548,204,,90039968,763,221801548,763,12
40267,1 - Alguno o ninguno,221801548,,,Workbook,221801548,204,,90040267,764,221801548,764,12
40269,2 - Palabras negativas,221801548,,,Workbook,221801548,204,,90040269,765,221801548,765,12
51055,3 - Lo contrario,221801548,,,Workbook,221801548,204,,90051055,766,221801548,766,12
51058,"4 - No, no es cierto",221801548,,,Workbook,221801548,204,,90051058,767,221801548,767,12
51061,5 - Lo opuesto,221801548,,,Workbook,221801548,204,,90051061,768,221801548,768,12
12826,1 - ¿Lógico o ilógico?,221801548,,audio.gif,Lab Manual,221801548,204,,90012826,769,221801548,769,12
17738,2 - ¿Pero o sino?,221801548,,audio.gif,Lab Manual,221801548,204,,90017738,770,221801548,770,12
50391,3 - Transformar,221801548,,microphone.gif,Lab Manual,221801548,204,,90050391,771,221801548,771,12
50392,4 - Preguntas,221801548,,microphone.gif,Lab Manual,221801548,204,,90050392,772,221801548,772,12
40309,5 - Entre amigos,221801548,,audio.gif,Lab Manual,221801548,204,,90040309,773,221801548,773,12
28921,Preterite of <b><i>ser</i></b> and <b><i>ir</i></b>,221801549,,,Tutorials,221801549,204,,90028921,774,221801549,774,12
