id,component,structure
42962,WB,"FB,10,0"
42965,WB,"OE,1,0"
42969,SS,"FB,8,0"
42970,SS,"MC,8,0"
42994,SS,"OE,2,0"
42995,SS,"OE,1,0"
43006,SS,"OE,2,0"
43010,SS,"OE,2,0"
43014,SS,"OE,2,0"
43018,SS,"OE,2,0"
43030,SS,"OE,2,0"
43034,SS,"OE,1,0"
43038,SS,"OE,2,0"
43042,SS,"OE,1,0"
43058,SS,"OE,3,0"
43062,SS,"OE,1,0"
43066,SS,"OE,2,0"
43070,SS,"OE,3,0"
43081,SS,"OE,1,0"
43085,SS,"OE,1,0"
43089,SS,"OE,1,0"
43093,SS,"OE,1,0"
43097,SS,"OE,2,0"
43101,SS,"OE,1,0"
43105,SS,"OE,1,0"
43106,VM,"OE,1,0"
43107,SS,"OE,2,0"
43110,VM,"OE,1,0"
43112,VM,
43120,VM,"DS,6,0"
43124,VM,"OE,3,0"
43127,VM,"OE,5,0"
43128,VM,"FB,5,0"
43174,SS,"OE,1,0"
43175,SS,"FB,8,0"
43179,SS,"OE,2,0"
43183,SS,"OE,2,0"
43187,SS,"OE,1,0"
43191,SS,"OE,2,0"
43195,SS,"OE,2,0"
43199,SS,"OE,1,0"
43203,SS,"OE,2,0"
43207,SS,"OE,2,0"
43211,SS,"OE,2,0"
43219,SS,"OE,3,0"
43221,SS,"FB,8,0|MC,8,0|MC,4,0"
43223,WB,"FB,6,0"
43227,WB,"FB,8,0"
43233,SS,"MC,10,0"
43234,WB,"FB,4,0"
43235,SS,"MC,8,0"
43239,SS,"OE,2,0"
43242,SS,"MC,6,0"
43246,WB,"FB,2,0|FB,2,0|FB,2,0|FB,2,0|FB,2,0"
43252,WB,"FB,6,0"
43253,WB,"FB,4,0"
43255,SS,"FB,6,0"
43260,SS,"FB,6,0"
43263,SS,"FB,5,0"
43267,SS,"MC,6,0"
43270,SS,"FB,3,0|FB,3,0|FB,3,0|FB,3,0|FB,3,0|FB,2,0|FB,3,0|FB,3,0"
43272,WB,"OE,1,0"
43274,SS,"FB,6,0"
43276,WB,"FB,6,0"
43278,SS,"DS,6,0"
43280,SS,"FB,7,0"
43291,WB,"FB,8,0"
43293,SS,"DS,10,0"
43295,SS,"FB,5,0"
43298,SS,"MC,6,0"
43299,WB,"FB,8,0"
43305,WB,"FB,7,0"
43361,GT,
43366,GT,
43368,GT,
43374,GT,
43392,VM,"DS,5,0"
43394,VM,"MC,4,0"
43396,VM,"MC,6,0"
43398,VM,
43403,VM,
43406,VM,"MC,6,0"
43409,WB,"FB,8,0"
43410,VM,"OE,2,0"
43413,VM,"DS,5,0"
43421,WB,"FB,10,0"
43423,WB,"FB,6,0"
43431,WB,"FB,10,0"
43432,VM,"OE,3,0"
43443,WB,"FB,6,0"
43444,VM,
43452,VM,"FB,5,0"
43458,WB,"FB,6,0"
43462,WB,"FB,8,0"
43465,WB,"FB,8,0"
43468,WB,"OE,1,0"
43528,GT,
43531,GT,
43532,SS,"DS,8,0"
43534,SS,"MC,4,0"
43536,VM,"MC,5,0"
43538,VM,"FB,4,0"
43551,SS,"MC,7,0"
43553,SS,"FB,9,0"
43558,SS,"FB,6,0"
43567,SS,"FB,1,0"
43575,SS,"FB,4,0"
43580,VM,"OE,1,0"
43582,SS,"MC,5,0"
43587,SS,"MC,8,0"
43589,SS,"MC,8,0"
43593,SS,"OE,2,0"
43595,SS,"MC,2,0"
43600,SS,"MC,8,0"
43601,SS,"FB,3,0|FB,3,0|FB,3,0|FB,3,0|FB,3,0|FB,3,0|FB,3,0|FB,3,0"
43615,SS,"FB,10,0"
43620,SS,"FB,3,0|FB,3,0|FB,3,0|FB,3,0|FB,3,0|FB,3,0|FB,3,0|FB,3,0"
43624,SS,"FB,6,0"
43626,SS,"FB,6,0"
43627,SS,"FB,6,0"
43628,SS,"FB,10,0"
43635,SS,"MC,6,0"
43681,SS,"OE,5,0"
43683,SS,"OE,5,0"
43684,SS,
43685,SS,
43686,SS,
43687,SS,
43695,WB,"OE,6,0"
43704,WB,"FB,6,0"
43714,WB,"FB,11,0"
43715,WB,"FB,4,0"
43718,WB,"FB,10,0"
43719,WB,"FB,5,0|OE,5,0"
43720,WB,"FB,6,0"
43721,WB,"FB,8,0"
43727,WB,"DS,8,0"
43789,SS,"MC,6,0|FB,8,0|FB,6,0"
43791,SS,"MC,10,0|FB,10,0"
43826,SS,
43828,SS,
43831,SS,
43839,SS,
44186,LM,"RC,1,0"
44188,LM,"RC,1,0"
44191,LM,"RC,1,0"
44231,LM,"OE,1,0"
44234,LM,"OE,1,0"
44236,LM,"OE,6,0"
44237,LM,"OE,1,0"
44238,LM,"OE,1,0"
44246,LM,"RC,1,0"
44250,LM,"RC,1,0"
44260,LM,"RC,1,0"
44266,LM,"RC,1,0"
44275,LM,"RC,1,0"
44276,LM,"RC,1,0"
44277,LM,"RC,1,0"
44281,LM,"RC,1,0"
44289,LM,"RC,1,0"
44291,LM,"RC,1,0"
44297,LM,"OE,1,0"
44298,LM,"OE,1,0"
44299,LM,"OE,1,0"
44303,LM,"RC,1,0"
44308,LM,"RC,1,0"
44332,SS,
44382,SS,
44497,LM,"RC,1,0"
44499,LM,"RC,1,0"
44504,LM,"RC,1,0"
44506,LM,"RC,1,0"
44507,LM,"RC,1,0"
44508,LM,"RC,1,0"
44509,LM,"RC,1,0"
44510,LM,"RC,1,0"
44511,LM,"RC,1,0"
44524,LM,"RC,1,0"
44530,LM,"RC,1,0"
44533,LM,"OE,1,0"
44536,LM,"OE,1,0"
44537,LM,"RC,1,0"
44538,LM,"RC,1,0"
44539,LM,"RC,1,0"
44540,LM,"RC,1,0"
44541,LM,"RC,1,0"
44542,LM,"RC,1,0"
44559,LM,"RC,1,0"
44560,LM,"RC,1,0"
44562,LM,"RC,1,0"
44575,LM,"RC,1,0"
44576,LM,"RC,1,0"
44577,LM,"RC,1,0"
44592,LM,"RC,1,0"
44595,LM,"RC,1,0"
44597,LM,"RC,1,0"
44599,LM,"RC,1,0"
44603,LM,"OE,1,0"
44611,LM,"RC,1,0"
44612,LM,"RC,1,0"
44614,LM,"RC,1,0"
44648,LM,"OE,1,0"
44653,LM,"RC,1,0"
44659,LM,"RC,1,0"
44665,LM,"RC,1,0"
44671,LM,"RC,1,0"
44678,LM,"RC,1,0"
44682,LM,"RC,1,0"
44688,LM,"RC,1,0"
44689,LM,"RC,1,0"
44692,LM,"RC,1,0"
44695,LM,"RC,1,0"
44696,LM,"RC,1,0"
44699,LM,"RC,1,0"
44712,LM,"RC,1,0"
44715,LM,"RC,1,0"
44718,LM,"RC,1,0"
44891,SS,"FB,8,0"
44906,VM,"OE,1,0"
44915,SS,"DS,1,0|DS,1,0|DS,1,0|DS,1,0|DS,1,0|DS,1,0"
44920,VM,"OE,1,0"
45353,SS,"MC,5,0"
45535,VM,"FB,6,0"
45543,VM,"DS,8,0"
45553,VM,"MC,3,0"
45583,VM,"DS,5,0"
45616,VM,"DS,6,0"
45639,VM,"MC,8,0"
45650,VM,"MC,10,0"
45926,VM,"OE,1,0"
45928,VM,"MC,5,0"
46250,SS,"MC,9,0"
46351,SS,"FB,6,0"
46364,VM,"OE,1,0"
46455,SS,"DS,8,0"
46484,WB,"OE,1,0|OE,1,0|OE,1,0"
46486,VM,"OE,1,0"
46499,SS,
46502,SS,
46538,VM,"MC,10,0"
46540,WB,"DS,8,0"
46541,VM,"FB,10,0"
46542,VM,"DS,12,0"
46649,SS,
46652,WB,"MC,4,0"
46740,WB,"OE,4,0"
46742,VM,"OE,1,0"
46747,SS,"DS,1,0|DS,1,0|DS,1,0|DS,1,0"
46759,SS,
46760,SS,"DS,5,0"
46772,WB,"FB,2,0|FB,2,0|FB,2,0|FB,2,0"
46774,VM,"OE,1,0"
46779,VM,"OE,1,0"
46811,SS,"DS,6,0"
46815,VM,"OE,1,0"
46819,VM,"OE,1,0"
46821,VM,"MC,3,0"
46841,WB,"OE,1,0|OE,1,0|OE,1,0"
46842,VM,"OE,1,0"
46843,VM,"DS,1,0|DS,1,0|DS,1,0|DS,1,0"
46846,VM,"OE,1,0"
46847,VM,"OE,1,0"
46861,VM,"OE,1,0"
46870,VM,"OE,1,0"
46873,VM,"OE,1,0"
46874,VM,"MC,1,0|MC,1,0|MC,1,0"
46937,SS,"MC,5,0"
47077,SS,"MC,6,0"
47080,SS,"MC,6,0"
47093,SS,"MC,5,0"
47108,SS,"MC,5,0"
47112,SS,"DS,5,0"
47166,SS,"MC,5,0"
47187,SS,"DS,6,0"
47203,SS,"OE,4,0"
47418,SS,"FB,16,0"
47420,SS,"MC,6,0"
47422,SS,"OE,3,0"
47427,SS,
47475,SS,"OE,1,0"
47559,LM,"DS,6,0"
47563,LM,"FB,6,0"
47578,WB,"FB,8,0"
47588,WB,"FB,5,0"
47598,WB,"FB,20,0"
47609,WB,"FB,6,0"
47631,LM,
47634,VM,"OE,1,0"
47646,LM,"MC,6,0"
47648,LM,"DS,8,0"
47653,LM,"MC,8,0"
47659,LM,"MC,8,0"
47661,LM,"MC,8,0"
47674,SS,"MC,10,0"
47676,SS,
47684,SS,"MC,4,0"
47686,SS,"FB,9,0"
47688,SS,"FB,13,0"
47694,SS,"FB,13,0"
47696,SS,"FB,6,0"
47698,SS,"FB,15,0"
47724,SS,"MC,8,0"
47726,WB,"FB,12,0"
47727,WB,"DS,6,0"
47729,WB,"FB,4,0"
47780,WB,"OE,6,0"
47783,WB,"OE,5,0"
47785,WB,"OE,4,0"
47787,WB,"FB,8,0"
47867,SS,"MC,6,0"
47909,VM,"FB,8,0"
47913,VM,
47916,VM,"FB,3,0"
47918,VM,"OE,1,0"
47928,SS,"DS,6,0"
47932,SS,"OE,3,0"
48007,SS,"FB,12,0"
48009,SS,"FB,8,0|FB,8,0|FB,8,0"
48011,SS,"FB,6,0"
48013,SS,"FB,7,0"
48020,SS,"OE,6,0"
48028,WB,"FB,8,0"
48035,WB,"FB,20,0"
48037,WB,"FB,6,0"
48039,WB,"FB,2,0|FB,2,0|FB,3,0|FB,2,0|FB,2,0"
48042,WB,"FB,6,0"
48050,WB,"FB,4,0"
48052,WB,"DS,8,0"
48067,LM,"DS,4,0"
48141,VM,"DS,10,0"
48143,VM,"FB,5,0"
48145,VM,
48147,VM,"DS,6,0"
48173,SS,
48192,LM,"FB,8,0"
48226,SS,"MC,8,0"
48238,LM,"DS,6,0"
48242,SS,"MC,10,0"
48245,SS,"MC,6,0"
48247,LM,"MC,8,0"
48249,LM,"DS,10,0|DS,12,0"
48325,LM,"MC,8,0"
48354,LM,"MC,8,0"
48358,LM,"DS,8,0"
48379,LM,"FB,8,0"
48381,LM,"DS,6,0"
48385,LM,"MC,4,0"
48387,LM,"MC,4,0"
48389,LM,"MC,6,0"
48391,LM,"FB,8,0"
48393,LM,"MC,4,0"
48395,LM,"MC,5,0"
48397,LM,"MC,8,0"
48399,LM,"MC,6,0"
48405,LM,"MC,8,0"
48407,LM,"MC,6,0"
48409,LM,"MC,8,0"
48411,LM,"MC,10,0"
48415,LM,"MC,8,0"
48421,LM,"MC,6,0"
48432,LM,"MC,6,0"
48433,LM,"MC,6,0"
48435,LM,"MC,4,0"
48438,LM,"OE,1,0"
48451,VM,"OE,4,0"
48457,LM,"MC,10,0"
48459,LM,"DS,7,0"
48470,LM,"MC,8,0"
48471,LM,"MC,3,0"
48472,LM,"MC,6,0"
48473,LM,"OE,5,0"
48474,LM,"DS,8,0"
48476,LM,"MC,6,0"
48490,LM,"MC,6,0"
48495,LM,"DS,6,0"
48497,LM,"FB,11,0"
48511,LM,"MC,6,0"
48512,LM,"MC,10,0"
48513,LM,"FB,8,0"
48514,LM,"OE,6,0"
48515,LM,"MC,6,0"
48516,LM,"MC,6,0"
48517,LM,"MC,8,0"
48524,SS,"DS,8,0"
48525,SS,"DS,10,0"
48534,LM,"DS,7,0"
48535,LM,"MC,6,0"
48536,LM,"MC,6,0"
48537,LM,"FB,8,0"
48538,LM,"MC,8,0"
48539,LM,"FB,14,0|OE,3,0"
48540,LM,"MC,4,0"
48541,LM,"FB,6,0"
48547,LM,"MC,8,0"
48548,LM,"MC,10,0"
48549,LM,"MC,6,0"
48550,LM,"FB,6,0"
48551,LM,"OE,5,0"
48553,LM,"DS,8,0"
48555,LM,"MC,4,0"
48557,LM,"MC,4,0"
48562,SS,"DS,6,0"
48579,LM,"MC,4,0"
48587,LM,"FB,4,0"
48590,LM,"DS,6,0"
48591,LM,"OE,5,0"
48595,SS,"MC,8,0"
48599,SS,"DS,6,0"
48675,SS,"MC,10,0"
48721,SS,"MC,6,0"
48868,SS,"MC,10,0"
48879,SS,"MC,10,0"
49131,SS,
49165,LM,
49418,VM,"FB,8,0"
49421,LM,"RC,1,0"
49425,LM,"MC,6,0"
49761,WB,"FB,10,0"
49764,WB,"FB,10,0"
49935,LM,"DS,3,0"
49961,SS,"FB,12,0"
49970,WB,"FB,13,0"
50052,LM,"RC,1,0"
50136,SS,
50138,SS,
50142,SS,
50323,LM,"RC,1,0"
50324,LM,"RC,1,0"
50326,LM,"RC,1,0"
50328,LM,"RC,1,0"
50333,LM,"RC,1,0"
50334,LM,"RC,1,0"
50335,LM,"RC,1,0"
50336,LM,"RC,1,0"
50337,LM,"RC,1,0"
50338,LM,"RC,1,0"
50340,LM,"RC,1,0"
50342,LM,"RC,1,0"
50347,LM,"RC,1,0"
50349,LM,"RC,1,0"
50351,LM,"RC,1,0"
50358,LM,"RC,1,0"
50359,LM,"RC,1,0"
50360,LM,"RC,1,0"
50361,LM,"RC,1,0"
50362,LM,"RC,1,0"
50363,LM,"RC,1,0"
50364,LM,"RC,1,0"
50365,LM,"RC,1,0"
50366,LM,"RC,1,0"
50367,LM,"RC,1,0"
50370,LM,"RC,1,0"
50372,LM,"RC,1,0"
50373,LM,"RC,1,0"
50374,LM,"RC,1,0"
50375,LM,"RC,1,0"
50376,LM,"RC,1,0"
50378,LM,"RC,1,0"
50379,LM,"RC,1,0"
50380,LM,"RC,1,0"
50381,LM,"RC,1,0"
50382,LM,"RC,1,0"
50383,LM,"RC,1,0"
50384,LM,"RC,1,0"
50385,LM,"RC,1,0"
50386,LM,"RC,1,0"
50387,LM,"RC,1,0"
50389,LM,"RC,1,0"
50390,LM,"RC,1,0"
50391,LM,"RC,1,0"
50392,LM,"RC,1,0"
50393,LM,"RC,1,0"
50394,LM,"RC,1,0"
50396,LM,"RC,1,0"
50397,LM,"RC,1,0"
50398,LM,"RC,1,0"
50400,LM,"RC,1,0"
50401,LM,"RC,1,0"
50402,LM,"RC,1,0"
50403,LM,"RC,1,0"
50404,LM,"RC,1,0"
50405,LM,"RC,1,0"
50406,LM,"RC,1,0"
50407,LM,"RC,1,0"
50408,LM,"RC,1,0"
50409,LM,"RC,1,0"
50410,LM,"RC,1,0"
50411,LM,"RC,1,0"
50572,SS,"MC,8,0"
50597,SS,"MC,6,0"
50599,SS,"FB,10,0"
50601,SS,"FB,10,0|FB,5,0|MC,5,0"
50622,SS,"FB,12,0"
50629,SS,"DS,16,0"
50636,SS,"FB,11,0"
50642,SS,"FB,12,0"
50650,SS,"MC,8,0"
50661,SS,"FB,6,0"
50664,SS,"FB,6,0"
50672,SS,
50755,WB,"FB,10,0"
50756,WB,"FB,12,0"
50759,WB,"FB,10,0"
50796,WB,"FB,12,0"
50798,WB,"FB,6,0"
50800,WB,"FB,8,0"
50804,WB,"FB,10,0"
50807,WB,"FB,12,0"
50810,LM,"RC,1,0"
50815,LM,"FB,5,0"
50818,VM,
50859,SS,"OE,6,0"
50863,SS,"MC,6,0"
50867,SS,"FB,15,0"
50872,SS,"MC,6,0"
50878,SS,"FB,9,0"
50882,SS,"FB,5,0"
50884,SS,"FB,6,0"
50886,SS,"FB,8,0"
50888,SS,"MC,6,0"
50890,SS,"FB,9,0"
50903,SS,
50907,SS,
50914,SS,"DS,6,0"
50921,SS,"OE,1,0"
50926,SS,"OE,1,0"
50941,WB,"FB,6,0"
50943,WB,"FB,10,0"
50946,WB,"FB,6,0"
50948,WB,"FB,12,0"
50950,WB,"FB,10,0"
50953,WB,"FB,6,0"
50956,WB,"FB,8,0"
50960,WB,"DS,12,0"
50962,WB,"FB,10,0"
50966,WB,"FB,16,0"
50969,LM,"FB,9,0"
50972,LM,"FB,4,0|FB,2,0"
50973,LM,
50975,VM,"MC,5,0"
50978,VM,"FB,7,0"
50979,VM,
50998,SS,"DS,5,0"
51001,SS,"FB,6,0"
51002,SS,"MC,6,0"
51010,SS,"DS,5,0"
51013,SS,"FB,9,0"
51015,SS,"FB,8,0"
51019,SS,"FB,8,0"
51020,SS,"FB,9,0"
51022,SS,"FB,5,0"
51025,SS,"FB,11,0|FB,11,0"
51028,SS,"FB,18,0"
51041,SS,"MC,4,0"
51044,SS,
51047,WB,"FB,5,0"
51049,WB,"FB,5,0"
51052,WB,"FB,2,0|FB,2,0|FB,2,0|FB,2,0"
51055,WB,"FB,6,0"
51058,WB,"FB,8,0"
51061,WB,"FB,8,0"
51063,WB,"DS,8,0"
51066,WB,"FB,8,0"
51071,LM,"FB,3,0|FB,3,0|FB,1,0"
51072,LM,
51073,LM,
51089,SS,"MC,5,0|MC,6,0|MC,5,0"
51090,SS,"MC,10,0"
51091,SS,"MC,6,0"
51093,SS,"FB,6,0"
51095,SS,
51097,SS,"FB,6,0"
51102,SS,"FB,10,0"
51105,SS,"FB,8,0"
51107,SS,"FB,4,0|FB,5,0"
51110,SS,"FB,6,0"
51115,SS,"MC,4,0"
51121,SS,"MC,5,0"
51122,SS,"DS,7,0"
51124,SS,"FB,4,0"
51143,SS,
51151,SS,
51154,SS,"FB,6,0"
51155,SS,"FB,6,0"
51158,SS,"FB,6,0"
51160,SS,
51161,SS,"FB,6,0"
51162,SS,"MC,10,0"
51164,SS,"FB,5,0"
51166,SS,"FB,8,0"
51167,SS,
51169,SS,"FB,8,0"
51170,SS,
51174,SS,"DS,10,0"
51176,SS,"FB,6,0"
51184,SS,"DS,8,0"
51186,SS,"FB,6,0"
51188,SS,"FB,8,0"
51191,WB,"FB,8,0"
51223,WB,"DS,33,0"
51229,WB,"FB,5,0"
51238,WB,"FB,8,0"
51245,WB,"FB,6,0"
51248,WB,"FB,6,0"
51250,WB,"FB,6,0"
51255,WB,"FB,7,0"
51265,SS,"FB,5,0"
51267,WB,"DS,16,0"
51271,WB,"FB,13,0"
51287,VM,"FB,6,0"
51288,VM,"MC,12,0"
51289,VM,"FB,7,0"
51295,VM,
51335,LM,"MC,6,0"
51338,LM,"MC,6,0"
51340,SS,"DS,12,0"
51346,LM,"DS,9,0"
51348,LM,"FB,5,0"
51350,LM,"DS,6,0"
51352,LM,"MC,6,0"
51354,LM,"MC,6,0"
51357,LM,"FB,7,0"
51359,LM,"FB,4,0"
51368,SS,"DS,6,0"
51370,SS,"DS,8,0"
51372,SS,"OE,2,0"
51374,SS,"OE,3,0"
51635,SS,
51717,SS,
51784,LM,
51797,LM,
52201,SS,"MC,6,0"
52249,SS,
52276,SS,"MC,6,0"
52285,VM,"OE,2,0"
52365,SS,
52379,SS,
52382,SS,
52397,SS,
52399,SS,
52402,SS,
52413,SS,
52423,SS,
52635,GT,
52636,VM,"DS,5,0"
52637,VM,"DS,4,0"
52641,VM,"MC,12,0"
52642,VM,"FB,6,0"
52683,SS,
52733,WB,"OE,3,0"
52734,WB,"FB,8,0"
52735,WB,"OE,3,0"
52737,WB,"FB,16,0"
52738,WB,"OE,1,0"
52858,SS,
52860,SS,
52861,SS
52862,SS
52865,SS
52868,SS
52869,SS
52872,SS
52875,SS
52876,SS
52880,SS
52887,SS
52889,SS
52899,SS
52901,SS
52906,SS
53065,SS
53130,GT
53195,SS,
53209,LM,"OE,4,0|OE,1,0"
53855,VM,"FB,4,0"
53857,VM,"DS,4,0"
53859,VM,"DS,3,0"
53861,VM,"FB,5,0"
53864,VM,"MC,5,0"
53865,VM,"FB,5,0"
53869,VM,"DS,3,0"
53872,VM,"FB,6,0"
53876,VM,"DS,3,0"
53878,VM,"FB,6,0"
53883,WB,"FB,14,0"
53887,VM,"FB,5,0"
53890,VM,"FB,6,0"
54095,GT,
54098,GT,
54101,GT,
54104,GT,
54118,SS,
54246,SS,
54250,SS,
54274,SS,
54297,LM,"MC,8,0"
54361,LM,
54371,SS,
54382,SS,
54391,LM,
54404,LM,
54410,SS,
54427,SS,
54430,LM,
54442,GT,
54444,LM,
54456,GT,
54462,SS,
54465,LM,
54474,LM,
54480,SS,
54785,WB,"FB,6,0"
54939,WB,"FB,6,0"
55092,SS,"FB,8,0|FB,7,0"
55097,SS,"MC,7,0|FB,7,0|FB,6,0"
55103,SS,"MC,10,0"
55105,SS,"FB,8,0"
55109,SS,"OE,2,0"
55111,SS,
55196,SS,"FB,23,0"
55200,SS,"FB,10,0"
55202,SS,"FB,6,0"
55205,SS,"FB,9,0"
55208,SS,"DS,8,0"
55216,GT,
55219,GT,
55222,GT,
55226,GT,
55237,GT,
55241,GT,
55246,GT,
55252,GT,
55255,GT,
55258,GT,
55261,GT,
55264,GT,
55271,GT
55276,GT
55279,GT
55287,GT
55290,GT
55298,GT
55301,GT
55304,GT
55308,GT
55311,GT
55317,GT
55322,GT
55324,SS
55332,GT
55342,GT
55353,GT
55358,GT,
55361,GT,
55365,GT,
55368,GT,
55371,GT,
55374,GT,
55378,GT,
55382,GT,
55385,GT,
55391,WB,"FB,6,0|FB,6,0|FB,6,0"
55401,GT,
55402,WB,"FB,6,0"
55407,WB,"OE,6,0"
55409,WB,"DS,8,0"
55412,WB,"FB,6,0"
55415,WB,"DS,4,0"
55417,WB,"FB,10,0"
55422,WB,"FB,10,0"
55444,LM,"RC,1,0"
55457,VM,"OE,1,0"
55460,VM,"MC,6,0"
55509,SS,"MC,8,0"
55511,SS,
55512,SS,"MC,8,0"
55513,SS,
55516,SS,"FB,15,0"
55533,SS,"OE,6,0"
55537,SS,"FB,6,0"
55542,SS,"FB,6,0"
55548,SS,"FB,8,0"
55551,SS,"FB,6,0"
55553,SS,"MC,8,0"
55563,WB,"FB,8,0"
55565,WB,"FB,6,0"
55568,WB,"FB,5,0"
55571,WB,"FB,6,0"
55576,WB,"FB,4,0"
55580,WB,"FB,5,0"
55585,WB,"FB,10,0"
55591,LM,"FB,3,0|FB,3,0|FB,4,0"
55594,LM,"MC,10,0"
55599,LM,"MC,6,0"
55603,VM,"DS,4,0"
55606,VM,"DS,10,0"
55607,VM,"DS,5,0"
55608,VM,"OE,6,0"
55609,VM,"OE,1,0"
55612,SS,
55615,SS,
55618,SS,
55621,SS,
55663,VM,"OE,1,0"
55687,SS,"FB,8,0"
55690,SS,"MC,1,0"
55696,SS,"FB,14,0"
55698,SS,"FB,8,0"
55702,SS,"DS,11,0"
55705,SS,"FB,5,0"
55711,WB,"FB,6,0"
55712,WB,"FB,15,0"
55714,WB,"FB,8,0"
55717,WB,"FB,6,0"
55720,WB,"DS,18,0"
55723,WB,"FB,8,0"
55726,LM,"MC,8,0"
55729,LM,"MC,8,0"
55734,LM,"FB,8,0|FB,8,0"
55737,VM,"FB,6,0"
55740,VM,"FB,5,0"
55743,VM,"FB,6,0"
55792,SS,"DS,6,0"
55795,SS,"OE,2,0"
55796,SS,
55799,SS,"MC,8,0"
55822,SS,"FB,14,0"
55827,SS,"FB,16,0"
55829,SS,"FB,12,0"
55832,SS,"FB,8,0"
55854,SS,"FB,6,0"
55871,SS,
55873,SS,"FB,6,0"
55874,SS,
55879,SS,"DS,6,0"
55886,SS,"FB,8,0"
55887,SS,
55889,SS,"MC,10,0"
55894,SS,"FB,6,0"
55899,WB,"FB,4,0"
55901,WB,"FB,4,0"
55906,WB,"FB,6,0|FB,6,0"
55908,WB,"FB,6,0"
55911,WB,"FB,4,0"
55912,WB,"OE,1,0"
55915,WB,"FB,6,0"
55919,WB,"OE,11,0"
55927,LM,"FB,8,0"
55930,LM,"FB,5,0"
55933,VM,"OE,5,0"
55935,VM,"MC,13,0"
55943,SS,
55947,SS,"FB,8,0"
55952,LM,"MC,4,0"
55960,LM,"OE,5,0"
55961,SS,"DS,6,0"
55963,SS,"FB,6,0"
55966,LM,"OE,4,0"
55968,LM,"FB,8,0"
55971,LM,"MC,4,0"
55986,LM,"FB,12,0"
56005,WB,"OE,5,0"
56014,LM,
